,Merchant_String,Labels,Predictions,Confidence,CorrectPrediction
27945,dairy queen #12908 z5814z,dairyqueen,dairyqueen,0.9999999565256462,1
27946,bp quick snack z5541z,bp,bp,0.9518682423190061,1
27947,615 8th ave z6011z,atm,atm,0.9999999999983942,1
27948,mcdonald s f12730 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
27949,denny s #9282 z5812z,dennys,dennys,0.9977966523513787,1
27950,mcdonald s f3301 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
27951,paypal patrickmatt z5999z,paypal,paypal,0.9999816171537836,1
27952,target t 9350 dynasty z531z,target,target,0.9999999993064819,1
27953,einstein bros bagels09 z5812z,einsteinbros,einsteinbros,0.9414097998679494,1
27954,71 division ave z6011z,atm,atm,0.9999999999757208,1
27955,giant eag route 50 z5411z,giant,giant,0.9986044843977602,1
27956,dairy queen #13253 z5814z,dairyqueen,dairyqueen,0.9999999565256462,1
27957,uber eats 2fns6,uber,uber,0.9999999999977831,1
27958,chipotle 2521 z5814z,chipotle,chipotle,0.9255395897354719,1
27959,uber trip sxmwo z4121z,uber,uber,1.0,1
27960,dunkin #345474 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
27961,kfc e960009 z5814z,kfc,kfc,0.6349239415470637,1
27962,target t 8651 brier c z531z,target,target,0.9999999385942165,1
27963,rue21 213 north st z5621z,rue21,rue21,0.9772418123406634,1
27964,wal mart store z531z,walmart,walmart,0.99999999999919,1
27965,uber eats rxw63 z4121z,uber,uber,1.0,1
27966,uber trip gdcfg z4121z,uber,uber,1.0,1
27967,icing #8365 z5631z,icing,icing,0.9771758683441202,1
27968,dollar ge 720 e main s z531z,dollargeneral,dollargeneral,1.0,1
27969,uber trip sqp6j z4121z,uber,uber,1.0,1
27970,20430 johnson memoria,atm,atm,0.9377440335692745,1
27971,pizza hut 034485 z5812z,pizzahut,pizzahut,0.9999999321829686,1
27972,t j maxx 8889 gateway z5651z,tjmaxx,tjmaxx,1.0,1
27973,wendy s 242 z5814z,wendys,wendys,0.9999554666714847,1
27974,zaxby s #50601 z5814z,zaxbys,zaxbys,0.9548219382363385,1
27975,gamestop 4715 n harl z7993z,gamestop,gamestop,0.999952133461018,1
27976,uber trip 5pvtr z4121z,uber,uber,1.0,1
27977,racetrac 2445 z5541z,racetrac,racetrac,0.5836924505487608,1
27978,kfc y309206 z5814z,kfc,kfc,0.6349239415470637,1
27979,chevron amar oil compa z5541z,chevron,chevron,0.9999996676485933,1
27980,jack in the box 0055 z5814z,jackinthebox,jackinthebox,1.0,1
27981,wawa 989 z5541z,wawa,wawa,0.9081212769251674,1
27982,uber trip rm4p6 z4121z,uber,uber,1.0,1
27983,taco bell #27899 z5814z,tacobell,tacobell,0.9999999987956834,1
27984,wendys #4473 z5814z,wendys,wendys,0.9682373045332091,1
27985,aldi 46022 z5411z,aldi,aldi,0.6355117610398786,1
27986,kroger fuel #1688 z5542z,kroger,kroger,0.9999982840925923,1
27987,uber trip od26m,uber,uber,0.9999999999925802,1
27988,family dollar #6892 z5331z,familydollar,familydollar,0.9999677422231327,1
27989,dairy queen #41805 z5814z,dairyqueen,dairyqueen,0.9999999565256462,1
27990,petsmart # 0221 z5995z,petsmart,petsmart,0.9880783518321901,1
27991,circle k 06114 726 e p z5541z,circlek,circlek,0.99999995592981,1
27992,uber eats qt224,uber,uber,0.9999999999977831,1
27993,cvs pharm 03825 303 s z5912z,cvs,cvs,0.9999999846660047,1
27994,paypal ollanhgdqds z5999z,paypal,paypal,0.9999816171537836,1
27995,panera bread #204780 z5812z,panerabread,panerabread,0.9999999967501836,1
27996,uber trip chra5,uber,uber,0.9999999999985647,1
27997,victoria s secret 1188 z5621z,victoriassecret,victoriassecret,0.9999999999999716,1
27998,target t 2201 s commo z5411z,target,target,0.9999999973544504,1
27999,7 eleven 37114 z5542z,seveneleven,seveneleven,0.9999993411022498,1
28000,food lion #2614 z5411z,foodlion,foodlion,0.9999955508943609,1
28001,paypal crib goch,paypal,paypal,0.9938859616622475,1
28002,waffle house 0452 z5812z,wafflehouse,wafflehouse,0.999999348166589,1
28003,caseys gen store 1741 z5541z,caseys,caseys,0.9999999999994174,1
28004,walgreens #6239 z5912z,walgreens,walgreens,0.9997771977111961,1
28005,duane reade sto 4 w 4th s,duanereade,duanereade,0.999999999834273,1
28006,toys r us #6336 z5945z,toysrus,toysrus,0.9999999999287752,1
28007,best buy market #1 z5411z,bestbuy,bestbuy,0.9993765252744763,1
28008,arbys #6803 indi z5814z,arbys,arbys,0.9792951916531746,1
28009,circle k # 23432 725 r z5542z,circlek,circlek,0.9999999777703439,1
28010,uber pzcdn z4121z,uber,uber,0.9999999681644601,1
28011,paypal dtc z5611z,paypal,paypal,0.9999747239762939,1
28012,starbucks store 23308 z5814z,starbucks,starbucks,0.9999999997664837,1
28013,smoothie king 0276 z5814z,smoothieking,smoothieking,0.9947737264037293,1
28014,paypal liuqianqian z5311z,paypal,paypal,0.9997446459857255,1
28015,wendy s #2214 z5814z,wendys,wendys,0.9999601885225372,1
28016,sunoco 09347618 z5541z,sunoco,sunoco,0.9915637173853852,1
28017,2240 west dekalb st z6011z,atm,atm,0.9999999999901945,1
28018,arco #42336 z5541z,arco,arco,0.9139781558651963,1
28019,good homes drive z6011z,atm,atm,0.9999966518582528,1
28020,dollar tr 8794 sacrame z5331z,dollartree,dollartree,0.9999999644587383,1
28021,mcdonald s f26358 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
28022,mcdonald s f14673 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
28023,fairgrounds z6011z,atm,atm,0.9995067049170979,1
28024,walgreens #12698 z5912z,walgreens,walgreens,0.9997789982427335,1
28025,dollar general # 801 v z531z,dollargeneral,dollargeneral,0.9999999999994742,1
28026,macy s 1 woodfield,macys,macys,0.9999959599261713,1
28027,justice # justice marl z5641z,justice,justice,0.9999994814454917,1
28028,gamestop 601 route 94,gamestop,atm,0.5845423265964621,0
28029,dunkin #342872 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
28030,costco whse #0737 z53z,costco,costco,0.9999994652288118,1
28031,chick fil a #03662 z5814z,chickfila,chickfila,1.0,1
28032,target t 1927 san jose caus z531z,target,target,0.9999999999331521,1
28033,uber trip eotma,uber,uber,0.9999999999925802,1
28034,uber trip z3wzs z4121z,uber,uber,1.0,1
28035,target t 0240 z531z,target,target,0.9999999941284727,1
28036,uber eats debyi z4121z,uber,uber,1.0,1
28037,cvs pharm 00454 510 c z5912z,cvs,cvs,0.99999999908826,1
28038,sheetz 0513 z5541z,sheetz,sheetz,0.7457261884319369,1
28039,caseys 204 n dubuque s z5541z,caseys,caseys,0.999706056233009,1
28040,chevron sunrise #69 z5541z,chevron,chevron,0.9995663272629897,1
28041,steak n shake 11 z5812z,steaknshake,steaknshake,0.9998900024448601,1
28042,paypal unitekservi z4812z,paypal,paypal,0.9999249045364198,1
28043,kroger #9 2555 glendal z5411z,kroger,kroger,0.9999995129250059,1
28044,racetrac417 z5541z,racetrac,chevron,0.16721284696322877,0
28045,lyft ride tue 11am z4121z,lyft,lyft,0.9999999999988347,1
28046,walgreens store 4816 n z5912z,walgreens,walgreens,0.9999999999974989,1
28047,walgreens store 7864 h z5912z,walgreens,walgreens,0.9999999999943654,1
28048,whataburger 802 z5814z,whataburger,whataburger,0.5385225928862647,1
28049,fifth and race llc z7523z,parking,parking,0.8089787610577516,1
28050,walgreens store 2050 g z5912z,walgreens,walgreens,0.9999999999994458,1
28051,mcdonald s f36227 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
28052,uber eats ey35f z4121z,uber,uber,1.0,1
28053,paypal iekorez z8999z,paypal,paypal,0.9999941015563429,1
28054,mcdonald s f17808 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
28055,wendy s #9 z5814z,wendys,wendys,0.9999996251230377,1
28056,uber us oct10 g5ixb z4121z,uber,uber,0.9999999999997868,1
28057,119 mayo road z6011z,atm,atm,0.9999999893628485,1
28058,paypal wirelessmay z5732z,paypal,paypal,0.9999499550884104,1
28059,1205 e lindsay z6011z,atm,atm,0.9999936800181408,1
28060,uber trip 2gwws,uber,uber,0.9999999999985647,1
28061,kfc king shaka z5814z,kfc,burgerking,0.9127733241931238,0
28062,kohls 027 1017 w balti z5311z,kohls,kohls,0.9987235829328418,1
28063,cvs pharm 00458 50 pe z5912z,cvs,cvs,0.9999999998804441,1
28064,mcdonald s f5057 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
28065,sunoco 0814554200 z5541z,sunoco,sunoco,0.9915637173853852,1
28066,hot topic 0152 z5699z,hottopic,hottopic,0.999999304219195,1
28067,5528 highway 80 east z6011z,atm,atm,0.999999984629156,1
28068,paypal askmeeper45 z8999z,paypal,paypal,0.9999941015563429,1
28069,uber trip oisl3 z4121z,uber,uber,1.0,1
28070,0307 forever 21 z5621z,forever21,forever21,0.9999999999985221,1
28071,uber eats qebx5 z4121z,uber,uber,1.0,1
28072,dollar general # 17200 z531z,dollargeneral,dollargeneral,0.9999999999336069,1
28073,cvs pharm 10298 3 col z5912z,cvs,cvs,0.9999999997320472,1
28074,mcdonald s f29264 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
28075,claire s #3487 z5631z,claires,claires,0.9999999904432713,1
28076,uber trip kyiui,uber,uber,0.9999999999985647,1
28077,dnb5032 veteranu g 2 z6011z,atm,atm,0.9999986243901244,1
28078,target t 191 market s z5411z,target,target,0.9999999942766777,1
28079,uber trip b6ycc z4121z,uber,uber,1.0,1
28080,chick fil a #01721 z5814z,chickfila,chickfila,1.0,1
28081,kfc g964014 z5814z,kfc,kfc,0.6349239415470637,1
28082,wal mart #0641 z5411z,walmart,walmart,0.999999999738975,1
28083,rite aid store 5611 z5912z,riteaidpharmacy,riteaidpharmacy,0.999999999999929,1
28084,jimmy johns 621 ol z5814z,jimmyjohns,jimmyjohns,0.9999974617186451,1
28085,bath and body works 54 z5999z,bathandbodyworks,bathandbodyworks,1.0,1
28086,fau chickfila z5814z,chickfila,chickfila,0.6521294902028916,1
28087,uber eats n42qp,uber,uber,0.999999999988642,1
28088,dollar ge hwy 160 z531z,dollargeneral,dollargeneral,1.0,1
28089,dairy queen #19386 z5814z,dairyqueen,dairyqueen,0.9999999565256462,1
28090,paypal patreon z7929z,paypal,paypal,0.9999976308088064,1
28091,chipotle 0561 z5814z,chipotle,chipotle,0.932257050632528,1
28092,walgreens #6642 z5912z,walgreens,walgreens,0.9997774409640832,1
28093,dollar general # 1305 z531z,dollargeneral,dollargeneral,0.9999999999122622,1
28094,walgreens store 555 n z5912z,walgreens,walgreens,0.9999999999993889,1
28095,wholefds ven 103 z5411z,wholefoods,wholefoods,0.9955019838578812,1
28096,uber trip 5iy42 z4121z,uber,uber,1.0,1
28097,garibaldi s pizza z5812z,aldi,dominos,0.6888572357396301,0
28098,425 center st z6011z,atm,atm,0.9999999999880629,1
28099,dunkin #352395 z5814z,dunkindonuts,dunkindonuts,0.9917023828154228,1
28100,uber trip 2cnup,uber,uber,0.9999999999985647,1
28101,paypal zhangyinghu z5699z,paypal,paypal,0.999922103573213,1
28102,7 eleven 27456 z5541z,seveneleven,seveneleven,0.9999990013156661,1
28103,wendy s #196 z5814z,wendys,wendys,0.9999646527313988,1
28104,vons store 2275 z5411z,vons,vons,0.9998024632497368,1
28105,smashburger #1249 z5814z,smashburger,mcdonalds,0.43638318825261696,0
28106,dollar ge 206 s broad z531z,dollargeneral,dollargeneral,1.0,1
28107,key food #2260 z5411z,keyfood,keyfood,0.5959454471857378,1
28108,victoria s secret 1309 lake jackson txus z5621z,victoriassecret,victoriassecret,0.9999999999943299,1
28109,uber trip dkh6r,uber,uber,0.9999999999925802,1
28110,hobbylobby 1835 s gre z5945z,hobbylobby,mcdonalds,0.3866643940609238,0
28111,257 dykman st z6011z,atm,atm,0.9999999976743368,1
28112,paypal katpig12345 z8999z,paypal,paypal,0.9999941015563429,1
28113,dollar tr 1116 n 9th s z5331z,dollartree,dollartree,0.9999999992230499,1
28114,paypal turbo retai z5699z,paypal,paypal,0.9999181915345815,1
28115,starbucks store 06435 z5814z,starbucks,starbucks,0.9999999997664837,1
28116,paypal vgwholdings z7994z,paypal,paypal,0.9999497556944441,1
28117,ihop#4486 z5812z,ihop,ihop,0.9651589455791123,1
28118,wal mart #1014 independence mous z5411z,walmart,walmart,0.9999999999989768,1
28119,7945 macarthur bouleva z6011z,atm,atm,0.9999896825696039,1
28120,5831 n main st z6011z,atm,atm,1.0,1
28121,etsy com guineapigsl z5699z,etsy,etsy,0.9999975672119097,1
28122,wal mart #3506 z5411z,walmart,walmart,0.9999999989001225,1
28123,uber trip pmxcv z4121z,uber,uber,1.0,1
28124,uber trip 444nk z4121z,uber,uber,1.0,1
28125,ross stores #399 z531z,rossstores,rossstores,0.9999983997211231,1
28126,racetrac 2325 z5542z,racetrac,racetrac,0.46612578514880276,1
28127,chick fil a #02430 z5814z,chickfila,chickfila,1.0,1
28128,braintree z7523z,parking,parking,0.6220941102429275,1
28129,joann fabric #0387 du bois paus,joann,joann,0.781375661935222,1
28130,macy s 3505 e colon,macys,macys,0.9999967351034662,1
28131,chevron crowell rd te z5541z,chevron,chevron,0.998795744864612,1
28132,dollar general # 150 s z531z,dollargeneral,dollargeneral,0.9999999999999858,1
28133,0398 forever 21 z5621z,forever21,forever21,0.9999999999986642,1
28134,cinnabon security squa z5812z,cinnabon,panerabread,0.23654000196222047,0
28135,arbys 1100 z5814z,arbys,arbys,0.469854121741281,1
28136,the steam room z5812z,steam,heb,0.8769967814708824,0
28137,paypal dangus z597z,paypal,paypal,0.9997566221358063,1
28138,uber eats nx6gm z4121z,uber,uber,0.9999999999999964,1
28139,qt 885 z5541z,quiktrip,quiktrip,0.9459807858153987,1
28140,mcdonald s f4647 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
28141,ulta #463 z5399z,ultabeauty,ultabeauty,0.9978782086654552,1
28142,chevron charles fletch z5541z,chevron,chevron,0.9986445522514427,1
28143,ihop #5603 z5812z,ihop,ihop,0.9637369985535577,1
28144,uber trip xcbd4,uber,uber,0.9999999999985647,1
28145,mcdonald s f27586 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
28146,domino s 3943 z5814z,dominos,dominos,0.9998833924798538,1
28147,etsy com myhappyhobb z5699z,etsy,etsy,0.9999975672119097,1
28148,rite aid store 5892 z5912z,riteaidpharmacy,riteaidpharmacy,0.999999999999929,1
28149,family dollar #2235 z5331z,familydollar,familydollar,0.9999688085382394,1
28150,ross stores #658 z531z,rossstores,rossstores,0.9999984000054961,1
28151,jersey mikes 6024 z5814z,jerseymikes,jerseymikes,0.9985289207053274,1
28152,mcdonald s f14562 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
28153,5791 great clips kent z723z,greatclips,greatclips,0.9999999931301318,1
28154,gamestop 2655 richmon,gamestop,gamestop,0.9994324509167581,1
28155,paypal werewolf z5999z,paypal,paypal,0.9999952313724391,1
28156,giant eag 2032 lincoln z5411z,giant,giant,0.9996645188322049,1
28157,walgreens store 10 n miwheeling ilus z5912z,walgreens,walgreens,0.9999999999999716,1
28158,wvu evans g 58 brooke z5942z,vans,paypal,0.7553589703133288,0
28159,uber trip svwm7,uber,uber,0.9999999999985647,1
28160,popeye s louisiana kit z5812z,popeyes,popeyes,0.9981094630192544,1
28161,paypal perfumeempi z5977z,paypal,paypal,0.9999242556693272,1
28162,bp#1756220old s z5541z,bp,bp,0.9256769745035706,1
28163,466 patricia ave z6011z,atm,atm,0.9999999999323563,1
28164,wal mart #2598 z531z,walmart,walmart,0.9999999985837604,1
28165,starbucks store 08554 z5814z,starbucks,starbucks,0.9999999997664837,1
28166,paypal ali eldawy z8999z,paypal,paypal,0.999993983643482,1
28167,cvs pharm 02728 620 d z5912z,cvs,cvs,0.9999999987838208,1
28168,wal mart #5058 z5411z,walmart,walmart,0.9999999997389679,1
28169,t j maxx 2400 n colum z5651z,tjmaxx,tjmaxx,1.0,1
28170,uber eats h7dsu z4121z,uber,uber,1.0,1
28171,mcdonald s f14645 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
28172,4300 chapel hill road z6011z,atm,atm,0.9999999999993747,1
28173,speedway 01322 16t z5541z,speedway,speedway,0.9969532981993693,1
28174,1107 broadway z6011z,atm,atm,0.9999998628616732,1
28175,gamestop 144 northwes z7993z,gamestop,gamestop,0.9999981561708128,1
28176,paypal zhangtingti z5533z,paypal,paypal,0.9999291976711862,1
28177,mcdonald s f17194 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
28178,gamestop 1501 lafayet z7993z,gamestop,gamestop,0.9998884544293545,1
28179,raising cane s #70,raisingcanes,raisingcanes,0.9999999995467306,1
28180,dollar ge 221 winston z531z,dollargeneral,dollargeneral,0.9999999997716245,1
28181,rite aid store 4244 z5912z,riteaidpharmacy,riteaidpharmacy,0.999999999999929,1
28182,arco #42655 z5541z,arco,arco,0.9139781558651963,1
28183,17729 telegraph z6011z,atm,atm,0.9998149572934992,1
28184,6 w qst z6011z,atm,atm,0.9999262458430278,1
28185,dollar tr 1818 w lacey z5331z,dollartree,dollartree,0.9999999802732662,1
28186,bp#6398697ck store2723 z5541z,bp,bp,0.9822478053779105,1
28187,cvs pharm 06617 100 n z5912z,cvs,cvs,0.9999999997012026,1
28188,ross stores #978 z531z,rossstores,rossstores,0.9999990441584948,1
28189,dollar tr 4220 hwy 49 z5331z,dollartree,dollartree,0.9999991212958884,1
28190,uber trip jhsjz z4121z,uber,uber,1.0,1
28191,burger king #1014 z5814z,burgerking,burgerking,0.9999999925337377,1
28192,magnolia meat market z5499z,atm,atm,0.9999999460697652,1
28193,sonic #6145 z5814z,sonic,sonic,0.9697926668657905,1
28194,krispy kreme #3524 z5814z,krispykreme,krispykreme,0.9917119877332131,1
28195,jack in the box 3051 z5814z,jackinthebox,jackinthebox,1.0,1
28196,wendys #512 z5814z,wendys,wendys,0.9691586189465785,1
28197,uber eats ijwtc z4121z,uber,uber,1.0,1
28198,cheba hut pacific be z5814z,heb,mcdonalds,0.2322488188319041,0
28199,sonic #5196 z5814z,sonic,sonic,0.971024152457615,1
28200,cvs pharm 02407 belai z5912z,cvs,cvs,0.9999999999360796,1
28201,vans #102 z5661z,vans,vans,0.9817222695104546,1
28202,17561 macarthur blvd z6011z,atm,atm,0.9999999982595682,1
28203,mcdonald s f11683 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
28204,chick fil a #00770 z5814z,chickfila,chickfila,1.0,1
28205,paypal laurasbouti z5621z,paypal,paypal,0.9999913691823528,1
28206,starbucks t2 3 slc z5814z,starbucks,starbucks,0.9999893996032319,1
28207,safeway store 2669,safeway,safeway,0.9999974316343141,1
28208,dollar tr 8834 state r z5331z,dollartree,dollartree,0.9999999998350688,1
28209,wal mart #3562 z531z,walmart,walmart,0.9999999986746957,1
28210,uber trip 3qvjw,uber,uber,0.9999999999985647,1
28211,paypal scentspeeka z5719z,paypal,paypal,0.9998857459806041,1
28212,starbucks store 06978 z5814z,starbucks,starbucks,0.9999999997661391,1
28213,big lots stores 5805 e z531z,biglots,biglots,0.9999999999884039,1
28214,mr wish new york z5812z,wish,atm,0.48972786466393187,0
28215,starbucks store 09638 z5814z,starbucks,starbucks,0.9999999997660964,1
28216,sonic drive in #5454 z5814z,sonic,sonic,1.0,1
28217,gamestop 1605 1st st,gamestop,gamestop,0.9845276036143829,1
28218,mcdonald s f20126 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
28219,sunoco 0321641300 z5542z,sunoco,sunoco,0.9924002185576334,1
28220,cold stone creamery of z5812z,coldstone,coldstone,0.9881283006111532,1
28221,uber eats 5aqjn z4121z,uber,uber,1.0,1
28222,barnesnob 301 south hi z5942z,barnesandnoble,barnesandnoble,0.9747963074714188,1
28223,starbucks store 23619 z5814z,starbucks,starbucks,0.9999999997664837,1
28224,mcdonald s f589 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
28225,marshalls 2330 matthew z5651z,marshalls,marshalls,0.9894737188502133,1
28226,claire s #3433 z5631z,claires,claires,0.999999024290659,1
28227,denny s #7805 z5812z,dennys,dennys,0.9980059048042554,1
28228,walgreens store 8600 s z5912z,walgreens,walgreens,0.9999999999931077,1
28229,dunkin #356316 z5814z,dunkindonuts,dunkindonuts,0.9991430906699171,1
28230,etsy com vinylsaurus z5699z,etsy,etsy,0.9999975672119097,1
28231,5guys 1216 qsr z5814z,fiveguys,fiveguys,0.999072631585185,1
28232,spinx #128 greer sc z5541z,spinx,spinx,0.38799358510263987,1
28233,paypal dundabrown z8999z,paypal,paypal,0.9999941015563429,1
28234,target t 2744 6655 nor z5411z,target,target,0.9999999880993614,1
28235,burger king #10311 z5814z,burgerking,burgerking,0.9999999927295882,1
28236,barnesnob 15246 crossr z5942z,barnesandnoble,barnesandnoble,0.9925375648470552,1
